Museum_Name,Address,City,State,PIN_Code,Opening_Hours,Closing_Hours,Contact_Email,Phone_Number,Full_Address,Latitude,Longitude
Mechuka Valley Culture Centre,Along Road,Shi-Yomi,Arunachal Pradesh,791001,9:30 AM,4:00 PM,mechukamuseum@gmail.com,+91-3792-222147,"Along Road, Shi-Yomi, Arunachal Pradesh, 791001",28.1627836,94.8054142
Mishmi Hills Heritage Museum,Lower Dibang,Roing,Arunachal Pradesh,792110,9:00 AM,4:30 PM,mishmimuseum@gmail.com,+91-3803-222178,"Lower Dibang, Roing, Arunachal Pradesh, 792110",28.1178597,95.8225911
Singalila National Park Museum,Singalila Ridge,Darjeeling,West Bengal,734219,8:00 AM,4:00 PM,singalilamuseum@gmail.com,+91-354-2253147,"Singalila Ridge, Darjeeling, West Bengal, 734219",27.1559594,88.0097385
Living Khari Baoli Spice Museum,Old Delhi,New Delhi,Delhi,110006,10:00 AM,7:00 PM,spicemuseum@gmail.com,+91-11-23674578,"Old Delhi, New Delhi, Delhi, 110006",28.6562814,77.2321071
Red Panda Conservation Centre,Pangthang,Gangtok,Sikkim,737101,9:00 AM,4:30 PM,redpandacentre@gmail.com,+91-3592-251423,"Pangthang, Gangtok, Sikkim, 737101",27.3371364,88.6096575
Eastern Naval Command Maritime Museum,Beach Road,Visakhapatnam,Andhra Pradesh,530002,9:00 AM,6:00 PM,encmuseum@gmail.com,+91-891-2754178,"Beach Road, Visakhapatnam, Andhra Pradesh, 530002",17.7070908,83.311953
Eravikulam Mountain Goat Centre,Munnar Road,Idukki,Kerala,685612,8:00 AM,5:30 PM,mountaingoatcentre@gmail.com,+91-4865-263147,"Munnar Road, Idukki, Kerala, 685612",10.0552239,77.0523748
Chilika Lagoon Interpretation Centre,Satapada,Puri,Odisha,752002,9:00 AM,5:00 PM,chilikalagoon@gmail.com,+91-6752-262147,"Satapada, Puri, Odisha, 752002",19.7636226,85.5963512
Bandhavgarh Cave Paintings Museum,Tala Range,Umaria,Madhya Pradesh,484661,8:30 AM,5:30 PM,bandhavgarhcaves@gmail.com,+91-7653-222143,"Tala Range, Umaria, Madhya Pradesh, 484661",23.7251695,81.02301489999999
Lachen Snow Leopard Centre,North Sikkim Highway,North Sikkim,Sikkim,737116,9:00 AM,4:30 PM,snowleopardcentre@gmail.com,+91-3592-255147,"North Sikkim Highway, North Sikkim, Sikkim, 737116",27.5143614,88.5825624
Kinnauri Shawl Making Museum,Reckong Peo,Kinnaur,Himachal Pradesh,172107,10:00 AM,5:00 PM,kinnaurishawl@gmail.com,+91-1786-222147,"Reckong Peo, Kinnaur, Himachal Pradesh, 172107",31.5390437,78.2675478
Lambasingi Mist Valley Museum,Chintapalli Road,Visakhapatnam,Andhra Pradesh,531111,9:00 AM,5:00 PM,mistvalley@gmail.com,+91-8936-245174,"Chintapalli Road, Visakhapatnam, Andhra Pradesh, 531111",17.8563286,82.4152434
Hogenakkal Falls Tribal Museum,River View Road,Dharmapuri,Tamil Nadu,636810,9:30 AM,5:30 PM,hogenakkalmuseum@gmail.com,+91-4342-245176,"River View Road, Dharmapuri, Tamil Nadu, 636810",12.1088913,77.8578908
Garo Hills Butterfly Museum,Tura Peak Road,West Garo Hills,Meghalaya,794001,9:00 AM,4:30 PM,butterflymuseum@gmail.com,+91-3651-235147,"Tura Peak Road, West Garo Hills, Meghalaya, 794001",25.5067538,90.22525429999999
Jawai Leopard Conservation Museum,Bera Village,Pali,Rajasthan,306126,8:30 AM,6:00 PM,jawaimuseum@gmail.com,+91-2934-236174,"Bera Village, Pali, Rajasthan, 306126",24.9980404,73.17669630000002
Tipam Fossil Park Museum,Naharkatiya,Dibrugarh,Assam,786610,10:00 AM,4:30 PM,tipamfossil@gmail.com,+91-374-2368174,"Naharkatiya, Dibrugarh, Assam, 786610",27.2862086,95.32575399999999
Chopta Himalayan Herbs Museum,Tungnath Road,Rudraprayag,Uttarakhand,246472,9:00 AM,5:00 PM,himalayanherbsmuseum@gmail.com,+91-1364-233147,"Tungnath Road, Rudraprayag, Uttarakhand, 246472",30.4885019,79.21677079999999
Phawngpui Blue Mountain Museum,Blue Mountain,Lawngtlai,Mizoram,796891,9:30 AM,4:00 PM,bluemountainmuseum@gmail.com,+91-3835-233147,"Blue Mountain, Lawngtlai, Mizoram, 796891",22.5320875,92.8990711
Andaman Cellular Jail Art Gallery,Atlanta Point,Port Blair,Andaman & Nicobar,744101,9:00 AM,5:00 PM,cellulargallery@gmail.com,+91-3192-232147,"Atlanta Point, Port Blair, Andaman & Nicobar, 744101",11.6731406,92.7462517
Shyok Valley Heritage Centre,Nubra Valley,Leh,Ladakh,194401,9:00 AM,5:00 PM,shyokvalley@gmail.com,+91-1982-267134,"Nubra Valley, Leh, Ladakh, 194401",34.6863146,77.567288
Kamarup Koch Heritage Museum,Kokrajhar Town,Kokrajhar,Assam,783370,10:00 AM,4:30 PM,kochheritage@gmail.com,+91-3661-276147,"Kokrajhar Town, Kokrajhar, Assam, 783370",26.4021196,90.27056789999999
Dhankar Monastery Museum,Spiti Valley,Lahaul and Spiti,Himachal Pradesh,172114,9:00 AM,5:00 PM,dhankarmuseum@gmail.com,+91-1906-245147,"Spiti Valley, Lahaul and Spiti, Himachal Pradesh, 172114",32.246137,78.034916
Kausani Gandhi Ashram Museum,Kausani Town,Bageshwar,Uttarakhand,263639,9:30 AM,5:30 PM,kausanigandhiashram@gmail.com,+91-5962-258147,"Kausani Town, Bageshwar, Uttarakhand, 263639",29.8445269,79.6038842
Gorichen Peak Mountaineering Museum,Bomdila Road,West Kameng,Arunachal Pradesh,790001,9:00 AM,4:30 PM,gorichenpeak@gmail.com,+91-3782-233147,"Bomdila Road, West Kameng, Arunachal Pradesh, 790001",27.2644943,92.4159308
Kariega Bronze Casting Museum,Karaikkal Beach Road,Karaikal,Puducherry,609602,10:00 AM,5:30 PM,bronzecasting@gmail.com,+91-4368-236147,"Karaikkal Beach Road, Karaikal, Puducherry, 609602",10.9120324,79.83652029999999
Nuranang Falls Museum,Tawang Valley,Tawang,Arunachal Pradesh,790104,9:00 AM,5:00 PM,nuranangfalls@gmail.com,+91-3794-224178,"Tawang Valley, Tawang, Arunachal Pradesh, 790104",27.6077271,91.851343
Malshej Ghat Wildlife Museum,Ghats Road,Thane,Maharashtra,421403,8:30 AM,5:30 PM,malshejmuseum@gmail.com,+91-2148-275147,"Ghats Road, Thane, Maharashtra, 421403",19.3623485,73.5005111
Kishangarh Marble Museum,Marble City,Ajmer,Rajasthan,305801,10:00 AM,5:00 PM,kishangarh.marble@gmail.com,+91-1463-245176,"Marble City, Ajmer, Rajasthan, 305801",26.6142616,74.86471999999999
Chandoli National Park Museum,Krishna Valley,Sangli,Maharashtra,415408,9:00 AM,5:30 PM,chandolimuseum@gmail.com,+91-233-2376148,"Krishna Valley, Sangli, Maharashtra, 415408",16.9639862,74.10050439999999
Zanskar Valley Buddhist Museum,Padum Town,Kargil,Ladakh,194302,9:30 AM,4:30 PM,zanskarvallery@gmail.com,+91-1985-242178,"Padum Town, Kargil, Ladakh, 194302",33.4628013,76.8785819
Idukki Arch Dam Museum,Dam Site,Idukki,Kerala,685602,9:00 AM,6:00 PM,idukkiarchdam@gmail.com,+91-486-2232147,"Dam Site, Idukki, Kerala, 685602",9.847484,76.9817413
Tawang War Memorial Heritage Museum,Se La Pass Road,Tawang,Arunachal Pradesh,790104,9:00 AM,4:30 PM,tawangmemorial@gmail.com,+91-3794-222148,"Se La Pass Road, Tawang, Arunachal Pradesh, 790104",27.6077271,91.851343
Mudumalai Elephant Conservation Centre,Theppakadu,Nilgiris,Tamil Nadu,643211,8:30 AM,5:30 PM,mudumalaielephants@gmail.com,+91-423-2526174,"Theppakadu, Nilgiris, Tamil Nadu, 643211",11.5797991,76.5827767
Panchgani Table Land Museum,Table Land Road,Satara,Maharashtra,412805,9:00 AM,6:00 PM,tablelandmuseum@gmail.com,+91-2168-243176,"Table Land Road, Satara, Maharashtra, 412805",17.9245178,73.8050361
Barmer Desert Craft Museum,Barmer Fort,Barmer,Rajasthan,344001,10:00 AM,5:30 PM,barmercraft@gmail.com,+91-2982-245176,"Barmer Fort, Barmer, Rajasthan, 344001",25.741283,71.3859401
Walong War Memorial Museum,Lohit Valley,Anjaw,Arunachal Pradesh,792104,9:30 AM,4:00 PM,walongwar@gmail.com,+91-3801-237145,"Lohit Valley, Anjaw, Arunachal Pradesh, 792104",28.0359962,96.83509989999999
Vansda National Park Museum,Vansda,Navsari,Gujarat,396590,8:30 AM,5:30 PM,vansdamuseum@gmail.com,+91-2637-235147,"Vansda, Navsari, Gujarat, 396590",20.847261,73.3354993
Zuluk Silk Route Museum,Old Silk Route,East Sikkim,Sikkim,737131,9:00 AM,4:30 PM,zulukmuseum@gmail.com,+91-3592-256174,"Old Silk Route, East Sikkim, Sikkim, 737131",27.2518354,88.77741619999999
Pulicat Lake Bird Sanctuary Museum,Pulicat Village,Tiruvallur,Tamil Nadu,601206,8:00 AM,6:00 PM,pulicatmuseum@gmail.com,+91-44-27984176,"Pulicat Village, Tiruvallur, Tamil Nadu, 601206",13.4177382,80.3185252
Chail Palace Heritage Museum,Palace Estate,Solan,Himachal Pradesh,173217,9:30 AM,5:30 PM,chailpalacemuseum@gmail.com,+91-1792-248176,"Palace Estate, Solan, Himachal Pradesh, 173217",30.9084245,77.09990309999999
Binsar Wildlife Museum,Forest Rest House,Almora,Uttarakhand,263651,9:00 AM,5:00 PM,binsarwildlife@gmail.com,+91-5962-251478,"Forest Rest House, Almora, Uttarakhand, 263651",29.5933274,79.5470091
Chopta Valley Folk Art Museum,Tungnath Road,Rudraprayag,Uttarakhand,246472,10:00 AM,5:00 PM,choptaart@gmail.com,+91-1364-248176,"Tungnath Road, Rudraprayag, Uttarakhand, 246472",30.4885019,79.21677079999999
Kotagiri Tea Museum,Dibrugarh Tea Heritage Museum,AT Road,Dibrugarh,Assam,786001,10:00 AM,4:30 PM,"teaheritage@gmail.com,+91-373-2300124","Dibrugarh Tea Heritage Museum, AT Road, Dibrugarh, Assam",27.4870072,94.9089925
